"","guid","accn_number","verbatim_date","spec_locality","count"
"469","MVZ:Bird:189603","14875","19-Dec-11","entrance to Elkhorn Slough, Moss Landing",1
"470","MVZ:Bird:189604","14875","19-Dec-11","entrance to Elkhorn Slough, Moss Landing",1
"471","MVZ:Bird:189605","14875","20-Dec-11","Elkhorn Slough, Moss Landing",1
"472","MVZ:Bird:189606","14875","20-Dec-11","Elkhorn Slough, Moss Landing",1
"473","MVZ:Bird:189607","14875","20-Dec-11","Elkhorn Slough, Moss Landing",1
"474","MVZ:Bird:189608","14875","20-Dec-11","Elkhorn Slough, Moss Landing",1
"475","MVZ:Bird:189609","14875","21-Dec-11","south of junction between Elkhorn Rd. and Walker Valley Rd., east of Moss Landing",1
"476","MVZ:Bird:189613","14875","1-Feb-11","Alder Springs Rd., Mendocino National Forest",1
"477","MVZ:Bird:189620","14875","21-Dec-11","Moss Landing State Beach",1
"478","MVZ:Bird:189621","14875","2-Sep-12","Little River State Beach, south of Moonstone",1
"479","MVZ:Bird:189622","14875","2-Sep-12","Little River State Beach, south of Moonstone",1
"480","MVZ:Bird:189623","14875","2-Sep-12","Clam Beach County Park, Clam Beach",1
"481","MVZ:Bird:189624","14875","2-Sep-12","near Clam Beach",1
"482","MVZ:Bird:189625","14875","14-Aug-12","near mouth of Dead Man's Gulch at Shelter Cove",1
"483","MVZ:Bird:189626","14875","3-Jun-12","south end of Point Reyes Beach, Point Reyes",1
"484","MVZ:Bird:189627","14875","23-Sep-10","offshore west of Moss Landing",1
"485","MVZ:Bird:189628","14875","1-May-12","Moss Landing State Beach",1
"486","MVZ:Bird:189629","14875","1-May-12","Moss Landing State Beach",1
"487","MVZ:Bird:189630","14875","21-Dec-11","Moss Landing State Beach",1
"488","MVZ:Bird:189631","14875","1-May-12","entrance to Elkhorn Slough, Moss Landing",1
"489","MVZ:Bird:189632","14875","1-May-12","Elkhorn Slough, Moss Landing",1
"490","MVZ:Bird:189634","14875","19-Dec-11","entrance to Elkhorn Slough, Moss Landing",1
"491","MVZ:Bird:189635","14875","14-Aug-12","near mouth of Dead Man's Gulch at Shelter Cove",1
"492","MVZ:Bird:189637","14875","2-Sep-12","Little River State Beach, south of Moonstone",1
"493","MVZ:Bird:189639","14875","23-Sep-10","offshore west of Moss Landing",1
"494","MVZ:Bird:189640","14875","21-Dec-11","Moss Landing State Beach",1
"495","MVZ:Bird:189641","14875","19-Dec-11","entrance to Elkhorn Slough, Moss Landing",1
"496","MVZ:Bird:189642","14875","14-Jun-11","Pillar Point Harbor Blvd., Half Moon Bay",1
"497","MVZ:Bird:189643","14875","14-Aug-12","near mouth of Dead Man's Gulch at Shelter Cove",1
"498","MVZ:Bird:189645","14875","21-Dec-11","Moss Landing State Beach",1
"499","MVZ:Bird:189646","14875","1-Sep-12","sand dunes near mouth of Mad River, McKinleyville",1
"500","MVZ:Bird:189647","14875","3-Jun-12","south end of Point Reyes Beach, Point Reyes",1
"501","MVZ:Bird:189648","14875","3-Jun-12","south end of Point Reyes Beach, Point Reyes",1
"502","MVZ:Bird:189649","14875","3-Jun-12","south end of Point Reyes Beach, Point Reyes",1
"503","MVZ:Bird:189650","14875","3-Jun-12","south end of Point Reyes Beach, Point Reyes",1
"504","MVZ:Bird:189651","14875","3-Jun-12","south end of Point Reyes Beach, Point Reyes",1
"505","MVZ:Bird:189652","14875","3-Jun-12","south end of Point Reyes Beach, Point Reyes",1
"506","MVZ:Bird:189654","14875","21-Dec-11","Moss Landing State Beach",1
"507","MVZ:Bird:189655","14875","1-May-12","Moss Landing State Beach",1
"508","MVZ:Bird:189656","14875","19-Dec-11","entrance to Elkhorn Slough, Moss Landing",1
"509","MVZ:Bird:189657","14875","19-Dec-11","entrance to Elkhorn Slough, Moss Landing",1
"510","MVZ:Bird:189658","14875","19-Dec-11","entrance to Elkhorn Slough, Moss Landing",1
"511","MVZ:Bird:189660","14875","3-Nov-10","Elk Mountain Rd., Upper Lake",1
"512","MVZ:Bird:189662","14875","11-Mar-12","Sir Francis Drake Blvd. near Lagunitas",1
"513","MVZ:Bird:189668","14875","11-Jun-12","Maxwell Colusa Rd., Maxwell",1
"514","MVZ:Bird:189676","14875","12-Nov-11","Mendocino Pass Rd., Mendocino National Forest",1
"515","MVZ:Bird:189680","14875","29-May-11","Road 308, west of Elk Creek Fire Station",1
"516","MVZ:Bird:189683","14875","14-Sep-12","Mendocino Pass Rd. at east end of Williams Valley, Mendocino National Forest",1
"517","MVZ:Bird:189684","14875","21-Aug-12","Mendocino Pass Rd. near Eel River Campground, Mendocino National Forest",1
"518","MVZ:Bird:189689","14875","8-Aug-12","Mendocino Pass Rd. near junction with Bauer Drewry Rd., northeast of Covelo",1
"519","MVZ:Bird:189691","14875","15-Jun-12","Center Blvd., San Anselmo",1
"520","MVZ:Bird:189692","14875","7-Jun-12","Sir Francis Drake Blvd., Fairfax",1
"521","MVZ:Bird:189700","14875","10-Jan-10","Mendocino Pass Rd. near Eel River Campground, Mendocino National Forest",1
"522","MVZ:Bird:189702","14875","20-Mar-12","Butterfield Rd. near junction with Van Winkle Drive, San Anselmo",1
"523","MVZ:Bird:189706","14875","11-Aug-12","Alder Springs Rd. near junction with Cold Creek Rd., Mendocino National Forest",1
"524","MVZ:Bird:189708","14875","4-Apr-11","Eel River Rd. near junction with Gibson Lane, Potter Valley",1
"525","MVZ:Bird:189710","14875","3-Mar-12","Short Creek, northwest end of Williams Valley",1
"526","MVZ:Bird:189711","14875","30-Nov-11","near Hill Rd., east side of Round Valley near Covelo",1
"527","MVZ:Bird:189712","14875","30-Nov-11","near Hill Rd., east side of Round Valley near Covelo",1
"528","MVZ:Bird:191419","14345","17-Jul-07","NW shore Butte Lake, Lassen Volcanic National Park",1
"529","MVZObs:Bird:4752","15408","4-May-18","Valley View Drive, Stanislaus National Forest",1
"530","MVZObs:Bird:4753","15408","5-May-18","Valley View Drive, Stanislaus National Forest",1
"531","MVZObs:Bird:4754","15408","5-May-18","Valley View Drive, Stanislaus National Forest",1
"532","MVZObs:Bird:4755","15408","5-May-18","Valley View Drive, Stanislaus National Forest",1
"533","MVZObs:Bird:4756","15408","6-May-18","Valley View Drive, Stanislaus National Forest",1
"534","MVZObs:Bird:4757","15408","6-May-18","Valley View Drive, Stanislaus National Forest",1
"535","MVZObs:Bird:4758","15408","7-May-18","Valley View Drive, Stanislaus National Forest",1
"536","MVZObs:Bird:4759","15408","7-May-18","Valley View Drive, Stanislaus National Forest",1
"537","MVZObs:Bird:4760","15409","15-May-18","Balch Park Rd., Sequoia National Forest",1
"538","MVZObs:Bird:4761","15409","15-May-18","Balch Park Rd., Sequoia National Forest",1
"539","MVZObs:Bird:4762","15409","15-May-18","Balch Park Rd., Sequoia National Forest",1
"540","MVZObs:Bird:4763","15409","15-May-18","Balch Park Rd., Sequoia National Forest",1
"541","MVZObs:Bird:4764","15409","15-May-18","Balch Park Rd., Sequoia National Forest",1
"542","MVZObs:Bird:4765","15409","15-May-18","Balch Park Rd., Sequoia National Forest",1
"543","MVZObs:Bird:4766","15409","15-May-18","Balch Park Rd., Sequoia National Forest",1
"544","MVZObs:Bird:4767","15409","15-May-18","Balch Park Rd., Sequoia National Forest",1
"545","MVZObs:Bird:4768","15409","15-May-18","Balch Park Rd., Sequoia National Forest",1
"546","MVZObs:Bird:4769","15409","16-May-18","Balch Park Rd., Sequoia National Forest",1
"547","MVZObs:Bird:4770","15409","17-May-18","Balch Park Rd., Sequoia National Forest",1
"548","MVZObs:Bird:4771","15409","17-May-18","Balch Park Rd., Sequoia National Forest",1
"549","MVZObs:Bird:4772","15409","17-May-18","USFS Rd. 19S10 (Rancheria Fire Rd.) off Balch Park Rd., Sequoia National Forest",1
"550","MVZObs:Bird:4773","15409","17-May-18","USFS Rd. 19S10 (Rancheria Fire Rd.) off Balch Park Rd., Sequoia National Forest",1
"551","MVZObs:Bird:4774","15409","17-May-18","USFS Rd. 19S10 (Rancheria Fire Rd.) off Balch Park Rd., Sequoia National Forest",1
"552","MVZObs:Bird:4775","15409","17-May-18","USFS Rd. 19S10 (Rancheria Fire Rd.) off Balch Park Rd., Sequoia National Forest",1
"553","MVZObs:Bird:4776","15626","5-Jun-18","Round Top, Berkeley Hills",1
"554","MVZObs:Bird:4777","15626","29-May-14","Altamont Pass Wind Resource Area (APWRA)",1
"555","NMU:Bird:125","1.2014","5/28/2011","Nevada City, Navada Co., California",1
"556","UAM:Bird:18537","000.Bird","4-Jun-03","Mill Valley, Vasco Drive",1
"557","UAM:Bird:18979","000.Bird","1-Jun-03","Salton Sea NWR",1
"558","UAM:Bird:18980","000.Bird","31-May-03","Salton Sea NWR",1
"559","UAM:Bird:18982","000.Bird","1-Jun-03","Salton Sea NWR",1
"560","UAM:Bird:18999","000.Bird","2-Jun-03","Salton Sea NWR",1
"561","UAM:Bird:19001","000.Bird","4-Jun-03","Salton Sea NWR",1
"562","UAM:Bird:19313","000.Bird","30-May-03","Salton Sea NWR",1
"563","UAM:Bird:19320","000.Bird","3-Jun-03","Salton Sea NWR",1
"564","UAM:Bird:19332","000.Bird","31-May-03","Salton Sea NWR",1
"565","UAM:Bird:20176","000.Bird","99 UNK 200X","Tahoe Natl Forest, Buck Ranch Road",1
"566","UAM:Bird:23455","000.Bird","2-Jun-03","Salton Sea NWR 3311N 11534W",1
"567","UAM:Bird:36291","000.Bird","16-Nov-05","Wagon Wheel Regional Park, Trabuco Canyon, 49 Fron",1
"568","UAM:Bird:36426","000.Bird","41 Mar 2006","Santa Paula, 20596 So. Mountain Road",1
"569","UAM:Bird:36683","000.Bird","20-May-03","Salton Sea NMR, 33o11'39""N 115o34'46.2""W",1
"570","UAM:Bird:36722","000.Bird","30-May-03","Salton Sea NWR, 33o11'39.0""N 115o34'46.2""W",1
"571","UAM:Bird:37029","000.Bird","29-Jul-06","Laguna Niguel",1
"572","UCSC:Bird:1000","1","17-Mar-07","Big Sur: Andrew Molera State Park",1
"573","UCSC:Bird:1004","1","19-Feb-06","Santa Cruz: 1020 Rigg Street",1
"574","UCSC:Bird:1006","1","28-Nov-06","UC Santa Cruz: Hahn Student Services",1
"575","UCSC:Bird:1016","1","1-Jan-07","Salinas River National Wildlife Refuge",1
"576","UCSC:Bird:1017","1","8-Feb-05","Capitola: 801 Monterey Ave",1
"577","UCSC:Bird:1018","1","9-Oct-06","Felton: Roaring Camp",1
"578","UCSC:Bird:1024","1","22-Dec-00","Bonny Doon: Nicholas Drive",1
"579","UCSC:Bird:1027","1","25-Mar-00","Aptos: Larsen Rd.",1
"580","UCSC:Bird:1028","1","30-Nov-07","Moss Landing State Beach",1
"581","UCSC:Bird:1030","1","2-Feb-07","Big Sur: Andrew Molera State Park: Big Sur Ornithology Lab",1
"582","UCSC:Bird:1031","1","30-Nov-07","Zmudowski State Beach",1
"583","UCSC:Bird:1033","1","1-May-03","Soquel: Rodeo Gulch",1
"584","UCSC:Bird:1034","1","8-Nov-01","UCSC: Earth and Marine Sciences",1
"585","UCSC:Bird:1035","1","10-Feb-05","Capitola: 801 Monterey Ave.",1
"586","UCSC:Bird:1036","1","19-Feb-05","Capitola: 801 Monterey Ave",1
"587","UCSC:Bird:1037","1","13-Feb-05","Capitola: 801 Monterey Ave",1
"588","UCSC:Bird:1038","1","30-Nov-07","Empire Grade: Creek Bed",1
"589","UCSC:Bird:1039","1","1-Nov-07","Yreka: Yreka Physical Therapy",1
"590","UCSC:Bird:1040","1","1-Jun-07","Patrick's Point State Park",1
"591","UCSC:Bird:1041","1","15-Apr-04","Moss Landing Marine Lab",1
"592","UCSC:Bird:1043","1","3-Dec-01","UCSC: EMS Building",1
"593","UCSC:Bird:1044","1","30-Nov-07","UCSC Arboretum",1
"594","UCSC:Bird:1048","1","7-Jul-01","Big Sur: Andrew Molera State Park: Big Sur Ornithology Lab",1
"595","UCSC:Bird:1049","1","5-Sep-03","Auburn: Lake of the Pines",1
"596","UCSC:Bird:1056","1","8-Mar-01","Glen Canyon Rd.",1
"597","UCSC:Bird:1080","1","17-Feb-01","Santa Cruz: 115 Effey St.",1
"598","UCSC:Bird:1081","1","12-Feb-07","Moss Landing",1
"599","UCSC:Bird:1083","1","10-Jul-07","UCSC: Faculty Housing",1
"600","UCSC:Bird:1085","1","Winter 2002","Long Marine Lab",1
"601","UCSC:Bird:1087","1","1-Jan-05","Isla Guadalupe",1
"602","UCSC:Bird:1088","1","29-Dec-02","Baja: Campo Cadena",1
"603","UCSC:Bird:1089","1","1-May-02","Channel Islands: East Anacapa Island",1
"604","UCSC:Bird:1092","1","20-Jan-08","Unknown",1
"605","UCSC:Bird:1093","1","21-Sep-00","Bixby Canyon, .5 mi. from coast",1
"606","UCSC:Bird:1094","1","2003","Unknown",1
"607","UCSC:Bird:1096","1","2007","Scott Creek, near mouth",1
"608","UCSC:Bird:1130","1","7-Feb-06","UCSC: EMS Building",1
"609","UCSC:Bird:1144","1","4-Apr-03","Stinson Beach: Point Reyes Bird Observatory",1
"610","UCSC:Bird:1146","1","18-Mar-04","Wilder Ranch State Beach",1
"611","UCSC:Bird:1147","1","25-May-03","Hollister Hills: Curga Rd.",1
"612","UCSC:Bird:1156","1","9-Aug-07","Molera State Park BSOL",1
"613","UCSC:Bird:1157","1","7-Nov-07","Santa Cruz",1
"614","UCSC:Bird:1158","1","9-Jan-08","UCSC: EMS Building",1
"615","UCSC:Bird:1159","1","5-Feb-08","UCSC: Porter College",1
"616","UCSC:Bird:1160","1","8-Oct-07","Garrapata Trout Farm",1
"617","UCSC:Bird:1161","1","2006","Big Sur River Mouth: Andrew Molera State Park",1
"618","UCSC:Bird:1162","1","8-Apr-08","Bonny Doon: Smith Grade Rd.",1
"619","UCSC:Bird:1166","1","31-May-06","Santa Cruz: 115 Effey St.",1
"620","UCSC:Bird:1167","1","7-Feb-08","Santa Cruz",1
"621","UCSC:Bird:1168","1","31-Aug-07","Big Sur",1
"622","UCSC:Bird:1169","1","29-Mar-06","Soquel: 2673 Old San Jose Rd.",1
"623","UCSC:Bird:1170","1","1-Nov-06","Bonny Doon",1
"624","UCSC:Bird:1171","1","1-Nov-06","Bonny Doon",1
"625","UCSC:Bird:1172","1","1-Jan-07","Bonny Doon",1
"626","UCSC:Bird:1173","1","8-Mar-08","Bonny Doon: Back Ranch Rd.",1
"627","UCSC:Bird:1174","1","24-Jul-07","Fresno Waste Water Treatment Plant",1
"628","UCSC:Bird:1175","1","24-Jan-07","Aptos: Fern Flat Rd.",1
"629","UCSC:Bird:1176","1","15-Sep-05","Old San Jose Rd.",1
"630","UCSC:Bird:1177","1","2-Nov-07","Soquel: 2410 N. Rodeo Gulch Rd.",1
"631","UCSC:Bird:1180","1","18-Jan-09","Salinas River mouth",1
"632","UCSC:Bird:1181","1","7-Jan-09","Santa Cruz: 216 Seaside St.",1
"633","UCSC:Bird:1182","1","15-Sep-07","Soquel: 2410 N. Rodeo Gulch Rd.",1
"634","UCSC:Bird:1184","1","22-May-07","Biola, near Barstow & Jameson",1
"635","UCSC:Bird:1185","1","13-Dec-08","Near Henry Cowell State Park",1
"636","UCSC:Bird:1187","1","1-Nov-07","Montague: Airport Rd.",1
"637","UCSC:Bird:1188","1","10-Feb-08","Aptos: Fern Flat Rd.",1
"638","UCSC:Bird:1189","1","14-Jan-04","UCSC: EMS Building",1
"639","UCSC:Bird:1190","1","25-Jun-07","Dinkey Creek",1
"640","UCSC:Bird:1191","1","16-May-09","Santa Cruz: West Cliff and Fair Dr.",1
"641","UCSC:Bird:1193","1","19-Jul-08","Santa Cruz: Delaware: between Swift and Swanton",1
"642","UCSC:Bird:1194","1","20-Apr-09","Santa Cruz: Empire Grade & Hagar Dr.",1
"643","UCSC:Bird:1195","1","2-Mar-09","Moss Landing: Harbor Parking Lot",1
"644","UCSC:Bird:1196","1","15-Oct-03","Santa Cruz, 95060",1
"645","UCSC:Bird:1197","1","1-Oct-09","Branciforte Ave. near Happy Valley Rd.",1
"646","UCSC:Bird:1199","1","22-May-04","UCSC: Faculty Housing",1
"647","UCSC:Bird:1207","1","21-Apr-08","UCSC: COH Parking Lot",1
"648","UCSC:Bird:1208","1","1-Jan-08","Aptos: Fern Flat Rd.",1
"649","UCSC:Bird:1226","1","3-Jul-09","Escalona Dr. & Arroyo Seco",1
"650","UCSC:Bird:1233","1","13-Oct-06","UCSC: Hagar Dr.",1
"651","UCSC:Bird:1235","1","9-May-09","Near Washburn Ave. & May Ave.",1
"652","UCSC:Bird:1243","1","31-Dec-03","Aptos: 2720 Redwood Rd.",1
"653","UCSC:Bird:1246","1","25-Oct-07","Watsonville: 345 Algen Ln.",1
"654","UCSC:Bird:1248","1","23-May-19","Pittsburgh",1
"655","UCSC:Bird:1249","1","27-Apr-07","Danville, 128 Wilshire Ct.",1
"656","UCSC:Bird:1250","1","30-Jul-04","Aptos",1
"657","UCSC:Bird:1251","1","29-Apr-07","Walnut Creek, Vista Charohoaks",1
"658","UCSC:Bird:1254","1","8-Sep-07","Danville, 511 Contada",1
"659","UCSC:Bird:1259","1","22-Jun-07","Antioch: 2737 San Onofre Ct.",1
"660","UCSC:Bird:1260","1","24-Oct-09","Laurel St. just W of Pacific Ave. ~100 yards from San Lorenzo River",1
"661","UCSC:Bird:1261","1","9-May-09","Vic. of Washburn and Mary Ave.",1
"662","UCSC:Bird:1262","1","2-Oct-07","Walnut Creek: 1st and los Positas",1
"663","UCSC:Bird:1264","1","9-Dec-09","Santa Cruz: Meder St. and Western Dr.",1
"664","UCSC:Bird:1265","1","11-Feb-09","UCSC, West Core Parking Garage, 4th floor",1
"665","UCSC:Bird:1267","1","28-Jan-00","West Cliff Dr. , field near St. Joseph's Shrine",1
"666","UCSC:Bird:1269","1","9-May-00","Santa Cruz: Forbes St.",1
"667","UCSC:Bird:1271","1","3-Jun-08","UCSC: EMS building, 4th floor bridge by window",1
"668","UCSC:Bird:1273","1","1-Feb-05","Santa Cruz, 115 Effey St.",1
"669","UCSC:Bird:1274","1","9-May-05","Santa Cruz: UCSC, ISB building",1
"670","UCSC:Bird:1275","1","14-Nov-09","UCSC: ~250 yds S of Pogonip Overlook",1
"671","UCSC:Bird:1276","1","17-Feb-10","UCSC: EMS building",1
"672","UCSC:Bird:1278","1","18-Sep-07","Concord: galindo creek",1
"673","UCSC:Bird:1281","1","25-May-07","Unknown",1
"674","UCSC:Bird:1292","1","1-Nov-09","Terrace at Long Marine Lab",1
"675","UCSC:Bird:1293","1","23-Mar-07","NW Fresno",1
"676","UCSC:Bird:1296","1","6-Nov-07","Solidad",1
"677","UCSC:Bird:1297","1","28-Jan-00","Santa Cruz: Harvey W. Park",1
"678","UCSC:Bird:1301","1","7-Nov-11","Beach 24 SB 2974",1
"679","UCSC:Bird:1302","1","3-Dec-11","Los Banos",1
"680","UCSC:Bird:1303","1","14-Nov-11","Seaside: Imju Rd.",1
"681","UCSC:Bird:1304","1","21-Oct-11","Santa Cruz: West Cliff",1
"682","UCSC:Bird:1307","1","25-Mar-10","Rio Del Mar",1
"683","UCSC:Bird:1308","1","28-Feb-12","Western Dr. near Outlook Apartments",1
"684","UCSC:Bird:1310","1","9-Feb-11","Zmudowski State Beach",1
"685","UCSC:Bird:1313","1","1-Feb-12","Unknown",1
"686","UCSC:Bird:1314","1","5-Mar-07","Livermore: 256 White Fang Way",1
"687","UCSC:Bird:1317","1","12-Dec-10","Big Creek Reserve Lower Dolan Trail",1
"688","UCSC:Bird:1321","1","29-Jan-12","UCSC: Baytree Bookstore",1
"689","UCSC:Bird:1323","1","4-Oct-12","Santa Cruz: Liberty St & Santa Cruz st.",1
"690","UCSC:Bird:1326","1","17-Dec-11","Felton: San Lorenzo Valley",1
"691","UCSC:Bird:1327","1","26-Nov-12","Matilija Creek drainage, mouth of Murietta Canyon",1
"692","UCSC:Bird:1328","1","26-Nov-12","Santa Cruz:307 Laguna St.",1
"693","UCSC:Bird:1329","1","12-Jan-11","Santa Cruz: N side of earth and Marine Science Building",1
"694","UCSC:Bird:1330","1","29-Oct-12","Santa Cruz: Branciforte Dr: Delaveaga Parking Lot",1
"695","UCSC:Bird:1331","1","26-Oct-11","Los Banos",1
"696","UCSC:Bird:1332","1","5-Jan-13","Los Banos",1
"697","UCSC:Bird:1333","1","1-Jan-13","Los Banos",1
"698","UCSC:Bird:1334","1","1-Jan-13","Los Banos",1
"699","UCSC:Bird:1335","1","1-Jan-13","Los Banos",1
"700","UCSC:Bird:1336","1","1-Jan-13","Los Banos",1
"701","UCSC:Bird:1337","1","1-Jan-13","Los Banos",1
"702","UCSC:Bird:1338","1","1-Jan-13","Los Banos",1
"703","UCSC:Bird:1339","1","1-Jan-13","Los Banos",1
"704","UCSC:Bird:1340","1","1-Jan-13","Los Banos",1
"705","UCSC:Bird:1341","1","1-Jan-13","Los Banos",1
"706","UCSC:Bird:1342","1","1-Jan-13","Los Banos",1
"707","UCSC:Bird:1343","1","1-Jan-13","Los Banos",1
"708","UCSC:Bird:1344","1","1-Jan-13","Los Banos",1
"709","UCSC:Bird:1345","1","1-Jan-13","Los Banos",1
"710","UCSC:Bird:1346","1","1-Jan-13","Los Banos",1
"711","UCSC:Bird:1347","1","1-Jan-13","Los Banos",1
"712","UCSC:Bird:1348","1","1-Jan-13","Los Banos",1
"713","UCSC:Bird:1349","1","1-Jan-13","Los Banos",1
"714","UCSC:Bird:1350","1","1-Jan-13","Los Banos",1
"715","UCSC:Bird:1351","1","4-Dec-12","Santa Cruz: Van Ness Ave.",1
"716","UCSC:Bird:1352","1","14-Nov-12","Redwood City: East Boyshore Road, marina",1
"717","UCSC:Bird:1353","1","27-Oct-12","Los Banos",1
"718","UCSC:Bird:1354","1","3-Jan-13","Santa Cruz: Sims Rd",1
"719","UCSC:Bird:1355","1","7-Jan-13","Santa Cruz: 429 Beel Dr.",1
"720","UCSC:Bird:1356","1","29-Oct-12","Los Banos",1
"721","UCSC:Bird:1357","1","4-Mar-13","Unknown",1
"722","UCSC:Bird:1358","1","21-Feb-11","Santa Cruz: 109 Katherine Lane",1
"723","UCSC:Bird:1359","1","1-Jun-12","Menlo Park: Stone Court",1
"724","UCSC:Bird:1360","1","7-Jun-06","Santa Cruz: UCSC farm",1
"725","UCSC:Bird:1361","1","18-Sep-02","Soquel: Hidden Valley Rd.",1
"726","UCSC:Bird:1362","1","7-Jan-13","Santa Cruz: 429 Beel Dr.",1
"727","UCSC:Bird:1363","1","28-Oct-11","Santa Cruz: Young Love Ave & Seaside St.",1
"728","UCSC:Bird:1364","1","5-Jan-10","Santa Cruz: Hidden Oaks Lane",1
"729","UCSC:Bird:1367","1","11-Oct-13","Santa Cruz: UCSC bike path",1
"730","UCSC:Bird:1368","1","10-Nov-13","Capitola: 801 Monterey Ave.",1
"731","UCSC:Bird:1369","1","19-Nov-12","Santa Cruz: 307 Laguna Ave.",1
"732","UCSC:Bird:1370","1","12-May-08","Santa Cruz: Lighthouse Pt.",1
"733","UCSC:Bird:1379","1","15-Oct-13","base of Sequoia sempervirens just S. of UCSC. Classroom unit 2",1
"734","UCSC:Bird:1381","1","1-May-09","Santa Cruz: Washburn & May Ave.",1
"735","UCSC:Bird:1391","1","10-Sep-03","Santa Cruz: Almar Ave., Mitchell's Cove",1
"736","UCSC:Bird:1395","1","18-Dec-08","Capitola: 801 Monterey Ave.",1
"737","UCSC:Bird:1396","1","21-Jun-19","UCSC: Natural Sciences 2",1
"738","UCSC:Bird:1399","1","11-Oct-13","La Selva Beach",1
"739","UCSC:Bird:1400","1","11-Oct-13","UCSC: Health Center",1
"740","UCSC:Bird:1401","1","20-Dec-00","Aptos: Redwood Dr.",1
"741","UCSC:Bird:1402","1","21-Jan-14","UCSC: Core west Parking Lot",1
"742","UCSC:Bird:1406","1","26-Jun-13","Felton: River Lane",1
"743","UCSC:Bird:1412","1","Winter/Spring 2011","UCSC: south of Cowell/Stevenson Dining Hall",1
"744","UCSC:Bird:1414","1","14-Jan-14","Santa Cruz: 240 Sims Rd.",1
"745","UCSC:Bird:1415","1","30-Nov-10","Summit of Gaham hill rd.",1
"746","UCSC:Bird:1417","1","8-Apr-14","Henry Coe State Park on Dunne Ave.",1
"747","UCSC:Bird:1419","1","5-Jan-01","Swanton Rd.",1
"748","UCSC:Bird:1420","1","4-Mar-06","Santa Cruz: 180 Mt. Springs Dr.",1
"749","UCSC:Bird:1424","1","1-Jan-08","Aptos: Fern Flat Rd.",1
"750","UCSC:Bird:1425","1","12-Jun-06","Santa Ana Valley rd.",1
"751","UCSC:Bird:1427","1","5-Sep-14","Santa Cruz: Soquel-San Jose Rd. Rd Int. and summit",1
"752","UCSC:Bird:1431","1","13-Nov-12","Santa Cruz: Westlake",1
"753","UCSC:Bird:1432","1","12-Jan-15","Lower Rincon Trail: Pogonip",1
"754","UCSC:Bird:1435","1","7-Aug-14","Santa Cruz: Nat Sci 2, UCSC",1
"755","UCSC:Bird:1436","1","7-Jan-15","Los Banos",1
"756","UCSC:Bird:1450","1","26-Oct-15","Washburn St.",1
"757","UCSC:Bird:1451","1","30-Jan-17","Los Banos",1
"758","UCSC:Bird:1452","1","30-Jan-17","Los Banos",1
"759","UCSC:Bird:1453","1","30-Jan-17","Los Banos",1
"760","UCSC:Bird:1456","1","23-Oct-13","Los Banos",1
"761","UCSC:Bird:1457","1","21-Jan-15","Gustine",1
"762","UCSC:Bird:1460","1","30-Jan-17","Los Banos",1
"763","UCSC:Bird:1462","1","23-Oct-13","Los Banos",1
"764","UCSC:Bird:1465","1","18-Dec-10","Hollister",1
"765","UCSC:Bird:1479","1","10-Oct-17","Santa Cruz: Hagar/ Coolidge UCSC",1
"766","UCSC:Bird:1481","1","winter 2000","Castro Valley",1
"767","UCSC:Bird:1486","1","21-Jan-15","Gustine",1
"768","UCSC:Bird:1488","1","7-Mar-17","Corralitos",1
"769","UCSC:Bird:1489","1","17-Oct-17","UCSC Coastal Biology Building",1
"770","UCSC:Bird:1494","1","2-Dec-18","UCSC Interdisciplinary Science Building",1
"771","UCSC:Bird:1495","1","2-Dec-18","UCSC Interdisciplinary Science Building",1
"772","UCSC:Bird:1500","1","12-Feb-18","UCSC Interdisciplinary Science Building",1
"773","UCSC:Bird:1501","1","9-Jun-18","Corner of High and Storey St.",1
"774","UCSC:Bird:1503","1","26-Mar-13","Watsonville: 37 01' 12.17"" N 121 48' 41.46"" W",1
"775","UCSC:Bird:1504","1","6-Jan-11","Unknown",1
"776","UCSC:Bird:1511","1","15-Nov-08","Morro Rock",1
"777","UCSC:Bird:1512","1","27-Sep-17","Santa Rosa",1
"778","UCSC:Bird:1514","1","16-Aug-17","Aptos: Riodelmar exit on 1-5 @ bottom of Northbound ramp(36.975499,-121.888582)",1
"779","UCSC:Bird:1518","1","2-Nov-15","Santa Cruz: UCSC: CASFS, in field near blueberry bush",1
